User,Date Created,Tweets
AppleSupport,2023-03-05 23:20:20+00:00,"@SeanOfKelly Well done finding a solution!

If you have questions in the future, we’ll be here for you.

Take care."
AppleSupport,2023-03-05 23:20:01+00:00,"@Pauldjennings Thanks so much for reaching out to us with your question. We appreciate you and your time. We hope you have a great rest of your day! 

Feel free to reach out if you have any future questions or concerns. https://t.co/GDrqU22YpT"
PoliteIceCream,2023-03-05 23:18:05+00:00,@AppleSupport can this be done? iOS should be cooking friendly.
Pauldjennings,2023-03-05 23:10:18+00:00,@AppleSupport Thank you
superpixels,2023-03-05 23:08:16+00:00,Imagine if @AppleSupport provided support. I'd be able to ensure my son of 19 years actually stayed in my contacts! What a notion! https://t.co/fRFLaVzs9g
AppleSupport,2023-03-05 23:05:19+00:00,"@eduardolomb We’ll be happy to assist. Check out the “View HomeKit Secure Video footage on your Apple TV” section of the following page for information: https://t.co/O3jJbxAl5b 

If you have questions or need help, meet us in DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-05 23:02:30+00:00,"@ChefFabrizio Hi there. We’d like to learn more to see how we can help. Which device do you have and which software version is it running? Which app were you using to attempt to watch content together? DM us with details, and we’ll take a closer look from there: https://t.co/GDrqU22YpT"
iMinaCasper,2023-03-05 22:55:55+00:00,"@AppleSupport Delete last number only !!!!!!!
if i want to delete 1st number what can i do now ?"
AppleSupport,2023-03-05 22:50:44+00:00,@_samcalhoun Hi there. We are happy to help. Join us in DM with the exact Powerbeats model you have to provide the next best steps. https://t.co/GDrqU22YpT
svpermcn,2023-03-05 22:48:50+00:00,@queenmayoslay @BillGates @Apple @AppleSupport what…………..
SeanOfKelly,2023-03-05 22:48:42+00:00,@AppleSupport I actually figured it out. Removed the card under My Watch-Wallet-Apple Pay and immediately re-added in the app. It took. Thanks for the reply
CalvinSquires,2023-03-05 22:48:24+00:00,"hey @AppleSupport @apple @tim_cook for years Siri pronounces “Dr” in street names not as “Drive” but as “dirv”. Probably an easy fix right? 

#AttentionToDetail #OhSiri"
svpermcn,2023-03-05 22:46:06+00:00,@queenmayoslay @BillGates @Apple @AppleSupport ya hes a tree h can see the lines on his skin thats the tree stuff
svpermcn,2023-03-05 22:45:16+00:00,@queenmayoslay @BillGates @Apple @AppleSupport ya… revolutionary right
queenmayoslay,2023-03-05 22:44:57+00:00,@svpermcn @BillGates @Apple @AppleSupport WHAT
svpermcn,2023-03-05 22:44:47+00:00,@queenmayoslay @BillGates @Apple @AppleSupport steve is a tree
svpermcn,2023-03-05 22:44:30+00:00,@queenmayoslay @BillGates @Apple @AppleSupport using technology
queenmayoslay,2023-03-05 22:44:21+00:00,@svpermcn @BillGates @Apple @AppleSupport i thought that was trees
queenmayoslay,2023-03-05 22:44:11+00:00,@svpermcn @BillGates @Apple @AppleSupport how did a gate do that
svpermcn,2023-03-05 22:44:05+00:00,@queenmayoslay @BillGates @Apple @AppleSupport invent apple
MiaPrincepessa,2023-03-05 22:44:05+00:00,"@postrugmalone @AppleSupport @AIPESnft_ In my head like a melody everyday...."""
queenmayoslay,2023-03-05 22:43:52+00:00,@svpermcn @BillGates @Apple @AppleSupport what job did steve do
svpermcn,2023-03-05 22:43:27+00:00,@queenmayoslay @BillGates @Apple @AppleSupport no thats steve jobs…..
AppleSupport,2023-03-05 22:43:14+00:00,"@Olumide_Abina Thanks for reaching out. 

If you can't add a payment method, make sure the payment you’re using is accepted in your country or region. This page should help: https://t.co/wwiEavGWt7 

DM us if you need further assistance. https://t.co/GDrqU22YpT"
queenmayoslay,2023-03-05 22:43:13+00:00,@svpermcn @BillGates @Apple @AppleSupport did he not invent apple
svpermcn,2023-03-05 22:42:57+00:00,@queenmayoslay @BillGates @Apple @AppleSupport why did you tag bill gates…
queenmayoslay,2023-03-05 22:42:37+00:00,@e_tomlins @BillGates @Apple @AppleSupport they are fr
queenmayoslay,2023-03-05 22:41:44+00:00,just went through the health app for the first time and made this art as inspiration @BillGates @Apple @AppleSupport https://t.co/PajGSPRwQK
AppleSupport,2023-03-05 22:41:28+00:00,"@JoannaBach We can help you find a solution. Please start with these troubleshooting steps before testing if your iPhone can power on again: https://t.co/bCcnzJAWMC 

If the issue continues, please send us a DM for more assistance: https://t.co/GDrqU22YpT"
fzolhayat,2023-03-05 22:40:57+00:00,"@AppleSupport You left me no choice! Remember that 😡

#StealingMoney"
ShyamPatelN,2023-03-05 22:40:31+00:00,@AppleSupport why Apple Pay is not available in India?
AppleSupport,2023-03-05 22:39:28+00:00,@mimilee_CA Hello. Thank you for reaching out. We’ll be happy to help.  The following article can help report phishing attempts: https://t.co/U9IFKYxXFa DM us if you have additional questions. https://t.co/GDrqU22YpT
postrugmalone,2023-03-05 22:39:11+00:00,"@MiaPrincepessa @AppleSupport @AIPESnft_ If the clock isn’t there, does time really move??"
eduardolomb,2023-03-05 22:38:12+00:00,"Hey @AppleSupport  can I see a live feed from a HomeKit compatible camera on an Apple TV located remotely? I tried with one on site and it works. The one remote only shows notifications, I can't see the live image."
AppleSupport,2023-03-05 22:35:12+00:00,@kaaim_s Hello there! We offer support on Twitter in English only. We’ll point you in the right direction. You can reach out to us here in your preferred language: https://t.co/IBIY3vMgPj or feel free to join us in Apple Support Communities: https://t.co/RkpgWtFqBw
AppleSupport,2023-03-05 22:34:16+00:00,"@zefffirelio We’re confident we can assist. Send us a Direct Message, we’ll continue working together from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-05 22:28:27+00:00,"@MikeRoda We’re here to help. To continue working with us, send us a Direct Message. https://t.co/GDrqU22YpT"
SamiFathi_,2023-03-05 22:26:53+00:00,@JocelynPhilbert @AppleSupport You can actually https://t.co/ZHJr4Rju0I
AppleSupport,2023-03-05 22:25:12+00:00,@_TayBae__ We’d like to share some information on checking the status of a refund. You can follow the steps in https://t.co/6k1OBRFUV5 and additionally under “When will I get the money back?” will help cover when to expect this if you have a refund already sent.
mimilee_CA,2023-03-05 22:23:27+00:00,@Apple @AppleSupport do you have an email address I can forward you #phishing emails? https://t.co/LuHjzdiz6s
Amyok425,2023-03-05 22:19:47+00:00,"@AppleSupport I did contact Apple support… 3 times! The first two times, what they tried didn’t work and the last time they told me I couldn’t change because it’s an act for under 13 years old"
AppleSupport,2023-03-05 22:17:41+00:00,"@Amyok425 We’d like to share some direction for birthday updating. The article https://t.co/uPEKqFLyun for “If you need to change the birth date for someone below age 13, contact Apple Support.”, so you can contact our Apple ID support here: https://t.co/NpQJidgpDA"
AppleSupport,2023-03-05 22:15:45+00:00,"@JocelynPhilbert Hi there. We are happy to get you pointed in the right direction to submit feedback. Apple welcomes all thoughts, comments, and suggestions on any Apple product or services. Please click here to submit your feedback: https://t.co/ninSy5L4oM"
zefffirelio,2023-03-05 22:13:17+00:00,@AppleSupport It’s not working. I can’t press the touch control to skip a song like I normally could and I don’t get the options in settings anymore either. https://t.co/qDjgmR6xQ6
realdebugg,2023-03-05 22:11:55+00:00,"@AppleSupport Im having an issue regarding a student subscription to Apple Music, already dm'ed you the details. Phone support doesn’t seem to be all that helpful today"
JocelynPhilbert,2023-03-05 22:03:37+00:00,@AppleSupport Too bad we can't do that when dialing a phone number
AppleSupport,2023-03-05 22:02:44+00:00,"@CliffordWollam Hey there! We’d like to help you get pointed in the right direction for help with this. While we handle most technical issues over Twitter, when it comes to Season Passes, we ask that you reach out to us here: https://t.co/IBIY3vMgPj"
MikeRoda,2023-03-05 22:01:53+00:00,@AppleSupport Nope. I have the 1tb iPhone and it’s 50% empty.
AppleSupport,2023-03-05 22:01:29+00:00,"@zefffirelio Hello. We’re here to help. Follow the steps under the section of this article that states “Skip tracks” in order to resolve your issue. DM us below if the issue persists: 
https://t.co/95UY15D4LQ https://t.co/GDrqU22YpT"
hueninghanji,2023-03-05 21:58:57+00:00,@wave_lax @Apple @AppleSupport I dont care
MiaPrincepessa,2023-03-05 21:57:03+00:00,"@postrugmalone @AppleSupport @AIPESnft_ That's an amazing point! It's much better than turning my phone off when I don't want to be rushed by ""time."""
AppleSupport,2023-03-05 21:54:09+00:00,"@qvokkaprince Hey, we’d be happy to point you in the right direction. You can replace your AirPods charging case using this link https://t.co/sjf0y6wAAN 

Meet us in DM and we can continue there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-05 21:53:43+00:00,"@JakWitDaLocs We’re here for you. To learn more, are these cellular or FaceTime calls? Which device and software version are you using? Let us know in a DM to continue and we’ll work towards a solution there. https://t.co/GDrqU22YpT"
zefffirelio,2023-03-05 21:52:15+00:00,@AppleSupport why can’t I click on my AirPods Pro anymore to forward to the next song or pause my music???
hueninghanji,2023-03-05 21:51:04+00:00,@AppleSupport HELP ME PLS
AppleSupport,2023-03-05 21:49:39+00:00,"@MikeRoda We understand how difficult it can be when things don’t work as expected. That dotted line usually means there isn’t enough storage on the iPhone to add that song.

Meet us in DM for troubleshooting. 

How much storage do you have? https://t.co/gYnvVBgnsA

Thanks https://t.co/GDrqU22YpT"
hueninghanji,2023-03-05 21:46:47+00:00,Does anyone know how I can buy Airpods gen 3 but only charging case? Someone stole mine. Help me @Apple @AppleSupport https://t.co/GYcowV7qM0
AppleSupport,2023-03-05 21:46:39+00:00,"@AhmetOkanTasci Thanks for reaching out. We’d be happy to help with this. To learn more about this, which Apple Watch model do you have? Also, which version of watchOS do you have installed? Check in the Watch app &gt; General &gt; About. Let us know in DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-05 21:45:57+00:00,@SeanOfKelly We’re here to help. Please follow the steps in this article to help resolve your issue. DM us below if you need additional assistance: https://t.co/SZ2LgqbRYr https://t.co/GDrqU22YpT
lazarnicu,2023-03-05 21:42:00+00:00,@AppleSupport Wow that’s nice… too bad is not that intuitive… now I know!
CliffordWollam,2023-03-05 21:37:30+00:00,"Hey @AppleSupport MLS Season Pass isn't giving me the option to watch past games, only recaps! No official way to report a problem so Twitter it is."
AppleSupport,2023-03-05 21:35:53+00:00,"@Chris84Logsdon Thanks for tagging us, we want to help. Please meet in DM.

Let us know what you need help with. Thanks. https://t.co/GDrqU22YpT"
MikeRoda,2023-03-05 21:34:54+00:00,@AppleSupport What is wrong with your company
MikeRoda,2023-03-05 21:34:38+00:00,@AppleSupport I’m so frustrated with the system. I’m in tears right now. All I wanted is to add a new song I bought for my workout and I was unable and I’m late to the gym by an hour still without the song on my iPhone I’m crying I paid $2000 for this device but still can’t add a song.
MikeRoda,2023-03-05 21:31:40+00:00,"@AppleSupport I don’t want to sync everything I want to manually add specific songs that I want that’s all I’m asking for it’s an impossible task. I have been following all of your steps. Sometimes it works most of the time it doesn’t and when it works, it takes over an hour I just gave up."
